OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,Shape_STArea__,Shape_STLength__,PARK_ID,REGION,ShapeSTArea,ShapeSTLength
891,Bunker Hill CC Athletic Fields,Commonwealth of Massachusetts, ,3,Charlestown,14.07, ,Institutional District,"Parks, Playgrounds & Athletic Fields",NULL,COM,N, , ,COM,0,0,,PARK_Maintenance_Region 1,612744.9038,3979.867943
892,Bunker Hill CC Campus Grounds,Commonwealth of Massachusetts,,3,Charlestown,,,Institutional District,"Parks, Playgrounds & Athletic Fields",,COM,N,X,,COM,0,0,,INFO_Reallocation From Dept,178364.3062,2506.918639
893,Charlestown Overlook,BRA, ,6,Charlestown,0.21, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,PARK_Maintenance_Ground Maintenance,9159.855469,540.7839593
894,Cook Street Play Area,City of Boston,A97,3,Charlestown,0.0981234,Adjacent to 9 Hill Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 1,4414.66333,320.9659709
895,Spaulding Rehabilitation Plaza,Private,WPA/Ch91,1,Charlestown,0.3,300 First Avenue,Special District,"Malls, Squares & Plazas",,Private,N,X,,,0,0,,INFO_Reallocation From Dept,12947.07349,838.38814
896,Charlestown Naval Shipyard Park II,Private,A97/LWCF/Ch91/W,3,Charlestown,0.85580779, ,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,Shipyard Park,,0,0,,INFO_Reallocation From Dept,32836.65088,836.9682491
897,Navy Yard Grounds,United States of America,NPS,3,Charlestown,3.58, ,Industrial District,"Parks, Playgrounds & Athletic Fields",National Park Service, ,X,X,Boston National Historical Par,,0,0,,INFO_Reallocation From Dept,155968.3225,5411.337784
898,Christopher Columbus Park,City of Boston,A97/LWCF/Ch91/W,3,Central Boston,4.74438387,110 Atlantic Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,Waterfront Park,,0,0,,PARK_Maintenance_Region 1,211997.9661,2041.983412
899,Long Wharf,BRA,LWCF/Ch91/WPA,1,Central Boston,3.9,206-214 Atlantic Avenue (Harbor End of Wharf),Special District,"Malls, Squares & Plazas",National Park Service,BRA,X,X,Long Wharf Plaza,BRA,0,0,,INFO_Reallocation From Dept,169926.322,4163.023514
900,Long Wharf Boat Access,BRA,,1,Central Boston,,,Special District,"Malls, Squares & Plazas",,BRA,N,X,,BRA,0,0,,INFO_Reallocation From Dept,3597.780273,320.4027028
901,Peter Looney Park,City of Boston,A97,3,Charlestown,0.67,127 Old Rutherford Ave.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Rutherford Union Playground,BPRD,0,0,,PARK_Maintenance_Region 1,29114.25806,870.2369859
902,Cleary Square Plaza,,,,,,,,,,,,,,,,,,,,
"City of Boston""",,1,Hyde Park,0.07,,Commercial/Office/Business District,"Malls, Squares & Plazas",,BTD,N,X,,BTD,0,0,,INFO_Reallocation From Dept,3081.389404,217.1530493,,
903,Liberty Tree Park,City of Boston,,1,Central Boston,0.09,,Open Space District,"Malls, Squares & Plazas",<Null>,BPDA + PWD,N,X,,PWD,0,0,,INFO_Reallocation From Dept,3770.130371,362.3737552
904,Charlestown Naval Shipyard Park I,BRA,A97/LWCF/Ch91/W,3,Charlestown,9.58, ,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",NULL,,X,X,Shipyard Park,,0,0,,PARK_Maintenance_Region 1,417339.0732,7710.524967
905,Wood Island Bay Edge,Massport, ,6,East Boston,3.3712914, ,Special District,Urban Wilds & Natural Areas,Massport, ,N, ,MBTA Extension,,0,0,,INFO_Reallocation From Dept,126325.5325,2023.225155
906,Wood Island Bay Marsh,Massport,Airport Mitigat,6,East Boston,68.21507048, ,Industrial District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,3852964.781,22503.44528
907,Don Orione,Private, ,6,East Boston,4.73515262, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,396001.7041,4003.893845
908,Constitution Beach,Commonwealth of Massachusetts,A97,2,East Boston,25.39673452, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X,Orient Heights Beach,,0,0,,INFO_Reallocation From Dept,1104065.613,7613.141375
909,Umana Schoolyard,City of Boston, ,3,East Boston,2.52044147, ,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, ,,0,0,,PARK_Maintenance_Ground Maintenance,117673.2026,1702.276632
910,Massport Harborwalk,Massport,Airport Mitigat,1,East Boston,3.52985924, ,Industrial District,"Malls, Squares & Plazas",Massport, ,N,X, ,,0,0,,INFO_Reallocation From Dept,107650.762,6328.146858
911,Nira Rock,City of Boston,A97,6,Jamaica Plain,1.37, ,Open Space District,Urban Wilds & Natural Areas,BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Ground Maintenance,63055.81128,1144.555765
912,Jefferson Playground,City of Boston,A97,3,Jamaica Plain,3.29588256,Opposite 200 Heath Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 3,148127.9434,1718.30815
913,Chapman,Private, ,6,Jamaica Plain,5.84964753, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,243920.0083,2746.285983
914,Showa,Private, ,6,Jamaica Plain,19.70244265, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,982132.343,10639.03664
915,Daughters of St. Paul,Private, ,6,Jamaica Plain,11.70791948, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,553677.6624,5280.525167
916,Arborway I,Commonwealth of Massachusetts,A97/GPOD,2,Jamaica Plain,12.45, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X, ,,0,0,,INFO_Reallocation From Dept,730706.2522,43842.5572
917,Forest Hills Station Mall,MBTA, ,1,Jamaica Plain,1.33,3699 Washington Street,Open Space District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,58201.03369,1335.640037
918,Amory Street Park,City of Boston,,3,Jamaica Plain,,,Residential District,"Parks, Playgrounds & Athletic Fields",,DND,N,X,,DND,0,0,,INFO_Reallocation From Dept,5324.703125,304.1477805
919,Kelly Outdoor Skating Rink,MBTA,,3,Jamaica Plain,,,Industrial District,"Parks, Playgrounds & Athletic Fields",NULL,DCR,N,X,,DCR,0,0,,INFO_Reallocation From Dept,15586.48999,591.7601541
920,New Academy Estates Courtyard,Private,,3,Jamaica Plain,,,Residential District,"Parks, Playgrounds & Athletic Fields",,Private,N,X,,Private,0,0,,INFO_Reallocation From Dept,3295.407959,360.1467128
921,New Academy Estates Half Court,Private,,3,Jamaica Plain,,,Residential District,"Parks, Playgrounds & Athletic Fields",,Private,N,X,,Private,0,0,,INFO_Reallocation From Dept,3945.573486,254.7650065
922,Hernandez Schoolyard,City of Boston,,3,Jamaica Plain,,,,"Parks, Playgrounds & Athletic Fields",,BPS,N,X,,BPS,0,0,,INFO_Reallocation From Dept,20354.82373,590.5963733
923,Philbrick Schoolyard,City of Boston, ,3,Roslindale,, ,Residential District,Community Gardens,NULL,BPS,N,X, ,BPS,0,0,,INFO_Reallocation From Dept,13073.58911,772.7184084
924,Dixwell Street Playlot,City of Boston,,3,Jamaica Plain,,17 Dixwell Street,Residential District,"Parks, Playgrounds & Athletic Fields",,DND,N,X,,DND,0,0,,INFO_Reallocation From Dept,4149.403809,267.0032743
925,Puopolo Playground,City of Boston,A97/Ch91/WPA,3,Central Boston,2.09019043,521 Commercial Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 1,156399.9883,1670.443613
926,Boston State Hospital Campus,Commonwealth of Massachusetts, ,3,Mattapan,17.69, ,Industrial District,"Parks, Playgrounds & Athletic Fields",NULL,Private,N,X, ,DCAMM,0,0,,INFO_Reallocation From Dept,770574.5122,4519.76629
927,State Public Health Campus,Commonwealth of Massachusetts, ,3,Mattapan,11.81, ,Industrial District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, ,DCAMM,0,0,,INFO_Reallocation From Dept,514243.1633,6658.574267
928,Olmsted Green Park,Private,,3,Mattapan,0.09,,Special District,"Parks, Playgrounds & Athletic Fields",,Private,N,X,,,0,0,,INFO_Reallocation From Dept,3823.852051,256.634303
929,Franklin Park Zoo Parking/DCR ,Commonwealth of Massachusetts,A97,7,Mattapan,31, ,Institutional District,"Parks, Playgrounds & Athletic Fields",DCR,DCR,X,X,Canterbury II Urban Wild,DCR,0,0,,INFO_Reallocation From Dept,1350371.386,5900.623134
930,South Street BHA Play Area,BHA, ,3,Jamaica Plain,0.1, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BHA,N,X, ,BHA,0,0,,INFO_Reallocation From Dept,4177.435791,308.5925103
931,Manning Schoolyard,City of Boston,,3,Jamaica Plain,0.22,,,"Parks, Playgrounds & Athletic Fields",,BPS,N,X,,BPS,0,0,,INFO_Reallocation From Dept,9740.52832,534.166182
932,Stony Brook Reservation II,Commonwealth of Massachusetts,A97,2,West Roxbury,141.89, ,Residential District,"Parkways, Reservations & Beaches",DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,6183225.73,25848.48895
933,Salvation Army Field,Private, ,3,Dorchester,1.48, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,Private,N, , ,NULL,0,0,,INFO_Reallocation From Dept,64656.64868,1139.394123
934,A Street Park I,City of Boston,A97,3,South Boston,1.36,135-141 A Street,Special District,"Parks, Playgrounds & Athletic Fields",BPRD,Private,X,X,Channel Center Park,BPRD,0,0,,INFO_Reallocation From Dept,59269.46631,1012.090637
935,Fort Point Channel Harborwalk,Private,CAT Mit,1,South Boston,2.16, ,Industrial District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,61587.94507,4651.120003
936,Rolling Bridge Park,MassDOT,CAT Mit,1,South Boston,1.05, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,45934.2168,2247.595015
937,Fourth Street Park,Commonwealth of Massachusetts,CAT Mit,1,South Boston,0.66,,Industrial District,"Malls, Squares & Plazas",,,N,X,,MADOT,0,0,,INFO_Reallocation From Dept,28715.79614,1294.614912
938,Stony Brook Commons Park,Private,,3,Roslindale,1.53,390 Blue Ledge Drive,Residential District,"Parks, Playgrounds & Athletic Fields",,,N,,,,0,0,,INFO_Reallocation From Dept,66604.64526,1129.207481
939,Franklin Park,City of Boston,A97/WPA/NRHP,3,Roxbury,392.16,143 Seaver St.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,0,0,,PARK_Maintenance_Region 3,17082410.23,36183.76407
940,Q Park,Private,Mitigation,3,South Boston,0.6,29 Stillings Street,Industrial District,"Parks, Playgrounds & Athletic Fields",,,N,X,,,0,0,,INFO_Reallocation From Dept,26110.56934,648.7548876
941,Charlesgate I,Commonwealth of Massachusetts,A97,2,Back Bay/Beacon Hill,6.52,"Btwn Storrow Dr, Mass Pike, Charlesgate East & Charlesgate West",Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Charlesgate (contains Bowker Overpass),,0,0,,INFO_Reallocation From Dept,287205.354,9307.360807
942,Adams Park,City of Boston,A97,3,Roslindale,0.7,Opposite 4228 Washington,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD,Private,X,X,"Irving W. Adams Park, Roslindale Square, Hartin Square",,0,0,,PARK_Maintenance_Region 4,30714.70215,815.0344341
943,Arnold Arboretum,City of Boston,A97/GPOD/WPA,3,Jamaica Plain,224.26,Opposite 376 Arborway Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,Private,X,X, ,BPRD,0,0,,PARK_Maintenance_Region 3,9768623.905,21745.99665
944,Soldiers Field,Private, ,3,Allston-Brighton,61.96925141, ,Institutional District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,Harvard Ath. Flds.,,0,0,,INFO_Reallocation From Dept,2682458.544,10870.59671
945,YMCA Athletic Field,Private, ,3,Roxbury,2.34, ,Institutional District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,101971.2939,1364.883483
946,Higginson Schoolyard,City of Boston,,3,Roxbury,0.34619095, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,18216.27515,557.0745982
947,Windsor School Athletic Field,Private, ,3,Fenway/Kenmore,1.37, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,59819.07813,1016.70511
948,Almont Park,City of Boston,A97,3,Mattapan,17.04561712, ,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Hunt Playground,BPRD,0,0,,PARK_Maintenance_Region 2,791322.6921,4019.77683
949,"St. Augustine""s Park",Private,,1,South Boston,0.11,,,"Malls, Squares & Plazas",,Private,N,X,,,0,0,,INFO_Reallocation From Dept,4850.095947,297.1169593
950,Mt. Vernon Street Plaza,Massport, ,3,Charlestown,0.15, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,6403.001709,416.4825336
951,Austin & Main Plaza,BRA, ,1,Charlestown,0.12, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,5205.653076,284.6493896
952,Pope John Paul II Park I,Commonwealth of Massachusetts,A97/ACEC/WPA,2,Dorchester,70, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,DCR,0,0,,INFO_Reallocation From Dept,3049258.854,19791.31875
953,Port Norfolk Park,Commonwealth of Massachusetts,A97/ACEC/WPA,2,Dorchester,12.72, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X, ,DCR,0,0,,INFO_Reallocation From Dept,554291.394,5824.879691
954,Neponset River Reservation II,MBTA, ,2,Dorchester,0.78,,Open Space District,"Parkways, Reservations & Beaches",NULL,DCR,N,X,"Neponset River Greenway, Lower Neponset River Trail",MBTA,0,0,,INFO_Reallocation From Dept,34133.1814,1471.461565
955,Pope John Paul II Park II,MBTA, ,2,Dorchester,0.33,,Open Space District,"Parkways, Reservations & Beaches",NULL,DCR,N,X,"Neponset River Greenway, Lower Neponset River Trail",MBTA,0,0,,INFO_Reallocation From Dept,14444.5918,876.3211296
956,Neponset River Reservation I,Commonwealth of Massachusetts,A97/WPA/ACEC,2,Multi-District,183.32, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X, ,DCR,0,0,,INFO_Reallocation From Dept,7985635.001,86742.56883
957,West Link Park,Commonwealth of Massachusetts,A97/WPA/Ch91,2,Dorchester,3.43, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Dorchester Shores Reservation,DCR,0,0,,INFO_Reallocation From Dept,156272.6558,2389.349078
958,Carson Beach,Commonwealth of Massachusetts,A97,2,South Boston,24.73207787, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,1073525.361,13119.94149
959,Commercial Point,Commonwealth of Massachusetts,LWCF/97/WPA/91,2,Dorchester,2.38, ,Special District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Dorchester Shores Reservation,DCR,0,0,,INFO_Reallocation From Dept,103732.6445,2049.230582
960,Charles River Reservation,Commonwealth of Massachusetts,A97/Ch91/WPA,2,Multi-District,171.69, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,"Charles River Esplanade, Herter Park, Daley Field",DCR,0,0,,INFO_Reallocation From Dept,7478778.374,165863.6426
961,Medford Street Corridor I,Massport, ,7,Charlestown,6.85, , ,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,298192.9702,10369.02615
962,Forbes Street Playground,City of Boston,A97,3,Jamaica Plain,0.09, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Ground Maintenance,3970.392334,259.269669
963,Union Park Street Playground,Boston Water & Sewer Commission,Lease,3,South End,0.41, ,Special District,"Parks, Playgrounds & Athletic Fields",BPRD, ,N,X, ,,0,0,,INFO_Reallocation From Dept,17848.90332,576.866325
964,Porzio Park II,City of Boston,,3,East Boston,0.14,,,"Parks, Playgrounds & Athletic Fields",,,N,X,,DND,0,0,,PARK_Maintenance_Ground Maintenance,6206.199219,451.1997654
965,Porzio Park,City of Boston,A97/WPA/Ch91,3,East Boston,1.65840158,14 Jeffries Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Jeffries Point Park,BPRD,0,0,,PARK_Maintenance_Region 1,102871.0933,2300.382785
966,West Roxbury Quarry,Private, ,6,West Roxbury,60.17, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL, ,N, ,Waverly Road,,0,0,,INFO_Reallocation From Dept,2620879.041,8298.74237
967,Roxbury Latin Schl Athletic Fields,Private, ,3,West Roxbury,38.5, ,Institutional District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,1677064.281,10721.73412
968,Shaw Woods I,City of Boston,,6,West Roxbury,0.72,,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,,,N,X,,DND,0,0,,INFO_Reallocation From Dept,31150.17725,1207.522485
969,Shaw Woods II,Private, ,6,West Roxbury,72.95, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL,NULL,N,X, ,,0,0,,INFO_Reallocation From Dept,3177896.386,16368.99726
970,Ross Playground,City of Boston,A97,3,Hyde Park,13.04038894,130 Westminster Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 4,571686.0796,3061.944008
971,Canterbury I,City of Boston, ,6,Roslindale,1.24, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , ,DND,0,0,,INFO_Reallocation From Dept,53854.73926,1389.625936
972,Canterbury II,Private,,3,Roslindale,3.8,,Conservation Protection Subdistrict,"Parks, Playgrounds and Athletic Fields",,,N,,Sacred Heart School Field,,0,0,,INFO_Reallocation From Dept,165642.9297,1959.157568
973,Canterbury III,Private,,3,Roslindale,0.64,,Residential District,"Parks, Playgrounds and Athletic Fields",,,N,,Sacred Heart School Playground,,0,0,,INFO_Reallocation From Dept,27706.48218,950.7143449
974,Rowe Street Woods,BRA,,6,Roslindale,2.64,,Residential District,Urban Wilds & Natural Areas,,,N,,,BRA,0,0,,INFO_Reallocation From Dept,114796.6116,1808.706548
975,Mt. Hope Cemetery,City of Boston,Ch114S7/A97,4,Roslindale,125.04,355 Walk Hill Str.,Residential District,Cemeteries & Burying Grounds,BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Ground Maintenance,5446665.488,11508.67543
976,Calvary Cemetery,Private, ,4,Roslindale,47.23, ,Residential District,Cemeteries & Burying Grounds,NULL,Private,N, , ,n/a,0,0,,INFO_Reallocation From Dept,2057490.756,6324.036098
977,New Calvary Cemetery,Private, ,4,Mattapan,54.37336773, ,Open Space District,Cemeteries & Burying Grounds,NULL,Private,N, , ,n/a,0,0,,INFO_Reallocation From Dept,2589305.862,7540.607638
978,Savin Hill Park,City of Boston,A97,3,Dorchester,8.29468216,Opposite 124 Grampian Way,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 2,361100.1545,2665.610799
979,Southwest Corridor Park,MBTA, ,2,Multi-District,47.68, ,Industrial District,"Parkways, Reservations & Beaches",NULL,DCR,N,X, , ,0,0,,INFO_Reallocation From Dept,2076803.929,53060.37561
980,Pendergast Preventorium,Private,WPA,6,Mattapan,6.81237946, ,Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, , ,n/a,0,0,,INFO_Reallocation From Dept,284361.4678,2456.589651
981,Orton Field,City of Boston,,3,South Boston,0.95, ,Residential District,"Parks, Playgrounds & Athletic Fields",, ,N,X,Condon Playground,,0,0,,PARK_Maintenance_Region 2,41356.72534,994.3098586
982,Paul Gore Street Playground,City of Boston,A97,3,Jamaica Plain,0.35, ,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Ground Maintenance,15184.22534,588.2638322
983,60 Paul Gore Street Garden,City of Boston,A97,5,Jamaica Plain,0.39, ,Open Space District,Community Gardens,BPRD, ,X,X,Paul Gore St Plgd,,0,0,,INFO_Reallocation From Dept,16787.18823,534.566864
984,Allen Park,City of Boston,A97,3,Dorchester,1.29, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,"Rev James K Allen Park, James F Donovan Park, Dorchester Square",,0,0,,PARK_Maintenance_Region 2,56338.74072,957.8575418
985,Boston Nature Center_Visitor Ctr,City of Boston,Trust Fund,3,Mattapan,1.99830697, ,Industrial District,"Parks, Playgrounds & Athletic Fields",George Robert White Fund,Mass Audubon Society,X,X,G R White Env Conserv Ctr,,0,0,,INFO_Reallocation From Dept,101515.1782,1273.181672
